Open,High,Low,Close
417.50464,420.49384,414.8443,417.21344
418.47278,421.82336,413.36224,414.2197
412.82178,417.81924,410.36053,416.80212
419.85046,420.0307,412.9477,412.9477
412.84277,421.5144,410.67145,421.13837
423.25153,425.174,417.04675,418.80978
421.19055,425.93408,417.38516,423.38403
419.17914,429.9287,415.70502,422.41205
423.61502,426.9325,419.8834,423.78772
427.3546,429.06793,421.386,421.386
426.21512,427.87396,416.38788,420.95554
419.55957,423.7192,415.7623,421.52045
417.5327,423.59674,416.4809,422.08633
421.97064,424.09268,419.28497,421.40707
417.06906,418.81104,416.69345,418.15857
422.16037,423.86124,414.7619,419.8899
422.41476,425.0755,417.8395,419.5213
417.13873,422.62518,416.44055,421.9109
423.68326,426.5795,420.71295,420.71295
419.61517,425.4886,416.31033,421.6346
423.14075,428.64044,417.99756,427.02576
427.76483,430.38635,421.74182,424.36334
427.89508,427.89508,421.0085,422.78503
419.32874,428.4112,415.903,428.4112
426.57504,427.8166,423.12384,423.80927
420.2525,431.19696,417.39557,426.12054
432.5398,432.8706,421.85175,422.18256
418.24817,424.7364,414.77502,423.0859
426.6278,428.97583,418.79,425.6859
432.38147,432.38147,423.1288,426.03534
421.09106,431.34686,420.5025,424.7544
425.95792,427.3599,422.5227,423.92468
423.58374,427.4167,419.5476,424.0856
422.4815,425.93158,420.11285,424.67523
425.65216,426.6155,417.28293,417.28293
420.1639,424.14444,415.86548,423.56427
422.9838,427.55182,419.043,420.7033
418.2881,423.21143,416.70837,421.84622
419.49005,427.37012,417.34808,426.73376
428.1189,430.49756,423.82648,425.05344
428.07507,428.17987,422.51202,422.67047
422.6349,424.31366,416.94043,417.5971
418.31128,421.32904,414.67773,420.403
416.604,424.7804,415.78314,418.74066
420.69907,422.2963,415.14868,416.74402
416.4661,423.48944,411.51913,413.71176
414.02924,417.3025,410.62543,416.82968
423.07706,423.72482,414.38226,419.2969
417.3318,418.55475,415.52435,416.65753
417.64163,418.1929,414.59793,416.2578
