step,v8_5,v9_2,v9_5,aggregate_close
1,422.19928,424.23618,425.06744,423.80576
2,423.52426,424.40085,425.28873,424.38483
3,422.57187,424.8619,424.8313,424.0699
4,422.4762,425.52686,425.33926,424.42487
5,422.84048,424.69965,425.94168,424.46106
6,423.29224,424.57266,424.85532,424.22546
7,423.69537,425.69962,426.34586,425.22128
