Open,High,Low,Close
423.34058,432.65842,421.88342,427.451
427.36008,430.08588,424.64117,430.08588
427.37988,436.12653,424.82486,424.82486
422.22263,422.22263,418.8296,418.8296
414.11224,427.5772,414.11224,427.5772
435.94727,435.94727,431.21115,433.1219
423.44702,434.80386,423.44702,431.57443
437.24133,438.26935,425.39197,425.39197
428.09348,428.23715,427.5505,427.69418
431.43677,436.02197,425.90363,432.66586
426.64108,429.55292,426.64108,429.55292
433.51102,435.40402,425.0003,425.0003
429.99292,429.99292,424.1744,424.90112
424.6619,434.93253,424.6619,430.54272
422.4031,435.08813,422.4031,435.08813
440.1505,440.1505,421.49106,433.35352
433.90656,434.06796,431.5775,433.72577
435.1942,435.8929,431.74323,431.74323
429.3696,434.6335,429.3696,434.6335
440.9114,440.9114,433.78687,436.0051
431.3454,438.69196,431.3454,431.95306
435.81805,435.81805,431.44556,431.44556
429.30377,434.332,424.62134,434.332
429.9509,434.39835,429.9509,431.55008
425.13818,430.15482,425.13818,430.15482
434.55283,434.55283,425.47278,429.51575
429.75052,429.75052,425.00323,425.00323
427.52005,431.94397,418.6594,431.94397
425.4475,434.6261,425.4475,434.6261
434.90454,435.03406,428.5077,431.314
428.92438,428.92438,428.0071,428.0071
432.34216,432.34216,423.48254,423.71854
427.3566,427.65833,419.81464,427.36798
426.6257,426.6257,419.77924,419.77924
421.17807,422.48196,411.8045,414.76587
414.86295,415.5608,414.81653,415.5608
418.74356,424.96204,416.4542,424.96204
418.18555,429.57748,418.18555,428.12296
425.53278,431.73224,425.53278,429.47235
430.74023,430.74023,423.8412,423.8412
416.16815,434.60376,416.16815,434.0539
426.30756,434.52133,426.30756,434.52133
428.6805,434.82324,428.33353,434.82324
436.03873,438.8863,432.06354,435.32327
432.09552,441.30017,430.68875,430.68875
425.30118,435.9973,425.30118,433.1683
440.99298,440.99298,428.11475,428.11475
430.8784,436.4088,419.64484,429.90433
427.99207,427.99207,421.6183,421.6183
425.05933,429.62628,419.02048,429.62628
