anchor_timestamp,anchor_prev_close,aggregate_regime_indicator,aggregate_regime_name,aggregate_soft_swing_cap,direction_hit,path_mae,step_1_close_mae,step_5_close_mae,step_10_close_mae,step_15_close_mae
2026-04-21 13:36:00+00:00,418.69000244140625,0.0,NORMAL,1.6829999999998502,1.0,3.352898597717285,1.438140869140625,0.706298828125,0.76019287109375,2.608612060546875
2026-04-21 13:37:00+00:00,419.20001220703125,0.0,NORMAL,1.7415000000001213,1.0,1.8242864608764648,0.525238037109375,0.63592529296875,0.991424560546875,3.22186279296875
2026-04-21 13:38:00+00:00,419.8450012207031,0.0,NORMAL,1.8345000000000844,1.0,1.87566339969635,0.631866455078125,0.81524658203125,0.131561279296875,3.72430419921875
2026-04-21 13:39:00+00:00,419.0799865722656,0.0,NORMAL,3.1004999999999576,1.0,2.284871816635132,0.0509033203125,1.183868408203125,0.9796142578125,3.9791259765625
2026-04-21 13:40:00+00:00,419.1300048828125,0.0,NORMAL,3.1004999999999576,1.0,2.424741744995117,0.17095947265625,1.15142822265625,1.261962890625,4.088531494140625
2026-04-21 13:41:00+00:00,419.54998779296875,0.0,NORMAL,3.1004999999999576,1.0,1.9634839296340942,0.22601318359375,0.64752197265625,0.104156494140625,2.3206787109375
2026-04-21 13:42:00+00:00,420.3800048828125,0.0,NORMAL,3.886500000000216,1.0,1.7408636808395386,0.794677734375,0.35968017578125,0.063201904296875,2.60906982421875
2026-04-21 13:43:00+00:00,421.32000732421875,0.0,NORMAL,4.217999999999931,1.0,1.6934863328933716,0.363616943359375,0.054901123046875,0.0748291015625,2.5858154296875
2026-04-21 13:44:00+00:00,421.17999267578125,0.0,NORMAL,4.217999999999931,0.0,1.7009844779968262,0.25323486328125,0.075439453125,0.8345947265625,1.735931396484375
2026-04-21 13:45:00+00:00,421.0,0.0,NORMAL,4.217999999999931,1.0,1.6442474126815796,0.495574951171875,0.701751708984375,0.317626953125,2.72894287109375
2026-04-21 13:46:00+00:00,420.42498779296875,0.0,NORMAL,4.217999999999931,1.0,1.7682366371154785,0.44073486328125,1.084625244140625,0.643402099609375,3.607452392578125
2026-04-21 13:47:00+00:00,420.9200134277344,0.0,NORMAL,4.217999999999931,1.0,1.7791589498519897,0.136932373046875,0.587890625,0.93267822265625,2.876251220703125
2026-04-21 13:48:00+00:00,421.81500244140625,0.0,NORMAL,4.5614999999999615,1.0,1.6273797750473022,0.056976318359375,0.504302978515625,0.907989501953125,2.23992919921875
2026-04-21 13:49:00+00:00,422.19000244140625,0.0,NORMAL,4.5614999999999615,0.0,1.5198620557785034,0.530731201171875,0.37579345703125,0.74884033203125,2.54876708984375
2026-04-21 13:50:00+00:00,422.2749938964844,0.0,NORMAL,4.5614999999999615,0.0,1.64582097530365,0.119781494140625,0.48126220703125,0.8260498046875,2.329681396484375
