expert,version,lookback,feature_mode,architecture,saved_weight,final_weight
v8_5,v8.5,64,core,gru,0.16368469645114983,0.16368469645114983
v9_2,v9.2,256,regime,gru,0.10840234269443556,0.10840234269443556
v9_5,v9.5,256,core,gru_rag,0.7279129608544146,0.7279129608544146
