Open,High,Low,Close
423.5022,430.58002,422.58795,422.81497
423.1911,431.42206,417.098,421.25806
419.0291,429.58032,412.65424,425.0786
428.04373,430.57178,423.1892,423.6575
420.84296,432.10065,417.74268,431.3662
434.9431,435.61914,424.3645,430.9914
432.81937,437.95074,429.6208,437.95074
