Open,High,Low,Close
425.6776,426.68256,421.61505,426.09012
425.16376,428.13092,424.9843,426.2654
426.13077,427.60956,424.6454,424.8074
426.0754,426.6778,423.27325,423.27325
423.5926,424.8312,422.41196,424.57617
421.7206,424.70367,421.29318,424.60712
426.5075,427.1236,421.0574,424.69037
426.2633,427.1733,423.29996,423.29996
420.79437,424.70676,420.56223,424.65793
429.08472,429.97717,424.24896,425.2808
421.84262,424.73404,421.406,424.29742
425.2211,428.0147,423.5746,425.77078
426.29083,426.33203,424.67368,424.69482
424.96396,426.06372,424.95953,425.80347
422.78268,424.92947,422.69867,424.92947
426.04657,426.04657,423.81436,424.59903
424.32565,426.09137,422.7274,426.07278
428.70248,429.22723,427.2556,427.2556
426.5488,427.8715,425.50107,425.7888
424.26508,427.07916,422.2088,426.84946
427.61307,428.27744,425.0621,425.36874
422.43997,427.06537,422.16437,426.8367
426.20163,426.53058,424.7111,425.55188
425.2907,427.42865,422.52142,427.11957
428.28693,429.6531,426.48212,426.76956
425.6617,426.39508,425.03082,425.6836
425.78033,426.29025,424.95898,425.72424
427.85297,428.07785,422.8678,425.16092
421.8265,426.63336,421.8265,426.63336
429.49103,429.59824,425.0774,425.401
422.87744,427.15695,422.8229,426.93204
430.74646,430.95074,425.47916,425.65305
422.38736,426.17316,421.94656,426.0329
428.97876,429.01727,424.29297,426.67743
427.40646,428.75345,424.71158,425.17307
424.61404,424.63766,423.09644,423.9348
423.29346,424.59818,423.01157,424.45117
422.70987,426.0899,421.45755,425.37695
424.2383,426.27496,422.7753,425.07068
424.44458,427.55316,424.0951,424.9776
427.7423,428.74847,424.47717,425.4352
423.27908,427.4403,421.83978,424.07205
426.2342,426.9537,424.75992,425.48993
423.39343,427.14325,423.16367,426.93854
425.83102,428.99594,424.8117,428.3243
431.61386,433.0625,425.86728,426.75226
424.60855,426.1853,423.95407,425.28278
425.0144,426.35516,422.84747,423.92676
424.53076,425.935,423.70206,425.10626
424.19998,425.6314,420.91534,424.43774
