Open,High,Low,Close
432.07416,432.8787,430.9874,432.3034
432.3635,433.4813,431.6107,432.39453
432.1835,433.27026,431.51468,431.63834
434.06317,434.118,430.87576,430.87576
430.25314,431.71396,429.16638,431.58557
428.6655,431.67856,428.20358,431.50458
433.6313,434.71805,430.74792,431.8347
434.91425,435.85236,431.07782,431.07782
427.10596,431.68588,426.859,431.6379
437.0721,437.8426,431.026,431.46426
427.96683,431.3239,427.35214,430.7092
431.2511,432.55148,430.16434,431.46472
432.4283,432.4283,430.82135,430.83966
430.07385,431.88818,430.07385,431.59567
429.30774,431.52026,429.18204,431.30606
431.8218,432.38687,429.62866,430.71542
430.96085,432.4986,429.87408,431.472
432.97772,433.825,431.5072,432.2321
432.25552,433.3423,431.16467,431.50717
429.81314,432.76285,428.72638,432.26352
433.70007,434.78683,430.4278,431.51456
428.08618,433.00125,427.3573,432.2724
433.19608,433.51422,431.14905,432.08807
430.12738,433.05032,429.04062,432.8498
434.86954,435.9563,433.044,433.61295
433.62054,434.40976,432.53378,434.08664
433.75714,434.37683,432.71188,433.33157
435.4594,435.727,431.55865,432.64542
428.832,433.86517,428.3693,433.40244
437.69595,437.74536,432.47556,432.75565
428.59436,433.5786,428.34247,433.51593
439.44354,439.44354,433.18045,433.18045
429.98358,434.2134,428.89682,433.29166
436.3955,436.7469,432.8508,433.93756
436.96188,438.04865,433.02875,433.17807
432.66818,433.30432,431.32834,432.4151
429.7934,431.65173,429.64612,431.65173
428.85092,432.86078,428.32233,432.3496
430.65488,432.69812,429.5681,431.61136
430.97217,432.3629,430.23624,431.27615
434.79898,435.88574,430.9441,432.03085
431.32654,432.4133,430.18903,431.2758
432.85007,433.77768,431.0991,432.02768
428.6158,433.2933,428.33157,432.7835
431.28595,434.62866,430.56506,433.5419
438.5096,439.59637,431.70038,432.78714
431.5578,432.9572,430.78424,432.0284
432.39246,433.47922,430.38934,431.26636
430.3802,432.12103,429.99713,431.7104
430.86023,432.04208,429.77347,430.95532
