anchor_timestamp,anchor_prev_close,aggregate_regime_indicator,aggregate_regime_name,aggregate_soft_swing_cap,aggregate_t1_temporal_cap,aggregate_t1_direction_vote,aggregate_t1_momentum_sign,direction_hit,path_mae,step_1_close_mae,step_5_close_mae,step_10_close_mae,step_15_close_mae
2026-04-21 13:36:00+00:00,418.69000244140625,0.0,NORMAL,0.830925000000011,0.677050000000009,1.0,1.0,1.0,3.2742955684661865,0.32147216796875,0.706817626953125,0.759765625,3.62481689453125
2026-04-21 13:37:00+00:00,419.20001220703125,0.0,NORMAL,0.8204625000000209,0.668525000000017,1.0,1.0,1.0,1.5474401712417603,0.175750732421875,0.673614501953125,0.888671875,3.123291015625
2026-04-21 13:38:00+00:00,419.8450012207031,0.0,NORMAL,0.830925000000011,0.677050000000009,-0.6000000000000001,1.0,1.0,1.7391918897628784,0.632904052734375,0.4423828125,0.129669189453125,3.72216796875
2026-04-21 13:39:00+00:00,419.0799865722656,0.0,NORMAL,0.830925000000011,0.677050000000009,-0.6000000000000001,1.0,1.0,2.0505523681640625,0.049774169921875,0.778839111328125,0.98114013671875,3.9215087890625
2026-04-21 13:40:00+00:00,419.1300048828125,0.0,NORMAL,0.8204625000000209,0.668525000000017,1.0,-1.0,1.0,2.3219056129455566,0.171112060546875,0.600982666015625,1.262054443359375,4.088409423828125
2026-04-21 13:41:00+00:00,419.54998779296875,0.0,NORMAL,0.8204625000000209,0.668525000000017,0.8,-1.0,1.0,1.4637774229049683,0.332122802734375,0.887786865234375,0.24072265625,2.374725341796875
2026-04-21 13:42:00+00:00,420.3800048828125,0.0,NORMAL,0.8204625000000209,0.668525000000017,0.8,1.0,1.0,1.3246246576309204,0.792999267578125,0.717559814453125,0.060791015625,2.6064453125
2026-04-21 13:43:00+00:00,421.32000732421875,0.0,NORMAL,0.830925000000011,0.677050000000009,-0.8,1.0,1.0,1.233248233795166,0.36126708984375,0.139984130859375,0.07843017578125,2.58209228515625
2026-04-21 13:44:00+00:00,421.17999267578125,0.0,NORMAL,0.830925000000011,0.677050000000009,0.8,1.0,0.0,1.0863934755325317,0.25384521484375,0.196258544921875,0.8350830078125,1.735260009765625
2026-04-21 13:45:00+00:00,421.0,0.0,NORMAL,0.830925000000011,0.677050000000009,0.8,1.0,0.0,1.1708356142044067,0.67498779296875,0.29351806640625,0.19757080078125,2.63665771484375
2026-04-21 13:46:00+00:00,420.42498779296875,0.0,NORMAL,0.8204625000000209,0.668525000000017,0.8,-1.0,1.0,1.4323840141296387,0.440887451171875,0.875030517578125,0.643890380859375,3.60784912109375
2026-04-21 13:47:00+00:00,420.9200134277344,0.0,NORMAL,0.8204625000000209,0.668525000000017,0.8,-1.0,1.0,1.5787670612335205,0.666961669921875,0.29156494140625,1.32666015625,3.17755126953125
2026-04-21 13:48:00+00:00,421.81500244140625,0.0,NORMAL,0.8204625000000209,0.668525000000017,0.8,1.0,1.0,1.3151251077651978,0.373016357421875,0.03814697265625,1.117645263671875,2.399871826171875
2026-04-21 13:49:00+00:00,422.19000244140625,0.0,NORMAL,0.8204625000000209,0.668525000000017,-1.0,1.0,0.0,1.1224347352981567,0.5294189453125,0.1971435546875,0.7474365234375,2.54736328125
2026-04-21 13:50:00+00:00,422.2749938964844,0.0,NORMAL,0.8204625000000209,0.668525000000017,-0.8,1.0,0.0,1.3096569776535034,0.118896484375,0.28643798828125,0.82550048828125,2.329132080078125
