metric,value
prediction_count,334.0
directional_hit_rate_t1,0.5089820359281437
aggregate_path_mae,1.8374388217926025
aggregate_step_1_close_mae,0.4786464668319611
aggregate_step_5_close_mae,0.927345230193909
aggregate_step_10_close_mae,1.6225607866298652
aggregate_step_15_close_mae,1.8642376197312407
