anchor_timestamp,anchor_prev_close,aggregate_regime_indicator,aggregate_regime_name,aggregate_soft_swing_cap,aggregate_t1_temporal_cap,aggregate_t1_direction_vote,aggregate_t1_momentum_sign,direction_hit,path_mae,step_1_ohlc_mae,step_1_range_mae,step_1_close_mae
2026-01-29 05:00:00+00:00,481.6400146484375,0.0,NORMAL,,,0.0,0.0,0.0,48.708221435546875,46.9049072265625,12.585601806640625,48.708221435546875
2026-01-30 05:00:00+00:00,433.1199951171875,0.20232069888179557,NORMAL,,,0.0,0.0,1.0,1.35626220703125,2.909820556640625,4.208465576171875,1.35626220703125
2026-02-02 05:00:00+00:00,430.04998779296875,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,7.95257568359375,4.2951507568359375,3.49249267578125,7.95257568359375
2026-02-03 05:00:00+00:00,423.239990234375,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,13.286865234375,8.049003601074219,2.38134765625,13.286865234375
2026-02-04 05:00:00+00:00,411.25,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,2.1007080078125,1.7523727416992188,3.90460205078125,2.1007080078125
2026-02-05 05:00:00+00:00,414.17999267578125,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,21.66949462890625,14.525863647460938,5.321624755859375,21.66949462890625
2026-02-06 05:00:00+00:00,393.6499938964844,0.20232069888179557,NORMAL,,,0.0,0.0,1.0,6.8375244140625,4.2784576416015625,5.318511962890625,6.8375244140625
2026-02-09 05:00:00+00:00,401.0150146484375,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,11.7772216796875,7.024757385253906,3.01593017578125,11.7772216796875
2026-02-10 05:00:00+00:00,413.69000244140625,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,0.59967041015625,3.8655319213867188,0.38995361328125,0.59967041015625
2026-02-11 05:00:00+00:00,413.32000732421875,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,10.8250732421875,6.355751037597656,4.639678955078125,10.8250732421875
2026-02-12 05:00:00+00:00,404.239990234375,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,3.122161865234375,2.4134292602539062,4.976806640625,3.122161865234375
2026-02-13 05:00:00+00:00,401.8800048828125,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,1.670166015625,1.81353759765625,3.249420166015625,1.670166015625
2026-02-17 05:00:00+00:00,401.17999267578125,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,5.584503173828125,3.821441650390625,4.139739990234375,5.584503173828125
2026-02-18 05:00:00+00:00,396.760009765625,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,1.858489990234375,2.0254974365234375,3.289459228515625,1.858489990234375
2026-02-19 05:00:00+00:00,399.55999755859375,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,2.1923828125,1.1993560791015625,0.823883056640625,2.1923828125
2026-02-20 05:00:00+00:00,398.4100036621094,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,2.2838134765625,2.0862197875976562,4.045196533203125,2.2838134765625
2026-02-23 05:00:00+00:00,397.2799987792969,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,13.604034423828125,8.043014526367188,4.216949462890625,13.604034423828125
2026-02-24 05:00:00+00:00,384.635009765625,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,3.70989990234375,1.9253997802734375,3.538421630859375,3.70989990234375
2026-02-25 05:00:00+00:00,389.05999755859375,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,10.994720458984375,6.5076141357421875,2.4444580078125,10.994720458984375
2026-02-26 05:00:00+00:00,400.5199890136719,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,1.074737548828125,2.837249755859375,0.190582275390625,1.074737548828125
2026-02-27 05:00:00+00:00,401.7799987792969,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,9.81378173828125,9.088668823242188,2.050201416015625,9.81378173828125
2026-03-02 05:00:00+00:00,392.79998779296875,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,5.4364013671875,3.1526107788085938,2.583282470703125,5.4364013671875
2026-03-03 05:00:00+00:00,398.489990234375,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,5.21044921875,3.8229522705078125,5.3175048828125,5.21044921875
2026-03-04 05:00:00+00:00,403.79998779296875,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,1.83056640625,2.2543411254882812,1.247589111328125,1.83056640625
2026-03-05 05:00:00+00:00,405.0,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,5.2899169921875,2.9473342895507812,1.212493896484375,5.2899169921875
2026-03-06 05:00:00+00:00,410.6600036621094,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,2.016845703125,1.4682388305664062,3.3780517578125,2.016845703125
2026-03-09 04:00:00+00:00,408.7200012207031,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,0.016143798828125,1.5889816284179688,0.77691650390625,0.016143798828125
2026-03-10 04:00:00+00:00,409.3900146484375,0.10116034944089779,NORMAL,,,0.0,0.0,1.0,3.383514404296875,2.2045211791992188,1.25714111328125,3.383514404296875
2026-03-11 04:00:00+00:00,405.760009765625,0.10116034944089779,NORMAL,,,0.0,0.0,0.0,1.17803955078125,1.0460357666015625,1.7186279296875,1.17803955078125
2026-03-12 04:00:00+00:00,404.80999755859375,0.0,NORMAL,,,0.0,0.0,0.0,3.390106201171875,2.1576995849609375,4.602752685546875,3.390106201171875
2026-03-13 04:00:00+00:00,401.8900146484375,0.0,NORMAL,,,0.0,0.0,0.0,7.38330078125,3.0099563598632812,2.159210205078125,7.38330078125
2026-03-16 04:00:00+00:00,395.5299987792969,0.0,NORMAL,,,0.0,0.0,1.0,3.314666748046875,2.54473876953125,4.028472900390625,3.314666748046875
