metric,value
prediction_count,60.0
directional_hit_rate_t1,0.43333333333333335
aggregate_path_mae,6.537414042154948
aggregate_step_1_ohlc_mae,5.046784845987956
aggregate_step_1_range_mae,3.040703837076823
aggregate_step_1_close_mae,6.537414042154948
