expert,version,lookback,feature_mode,architecture,saved_weight,final_weight
v8_5,v8.5,64,core,gru,0.36014971485016584,0.36014971485016584
v9_2,v9.2,128,regime,gru,0.35231621771855065,0.35231621771855065
v9_5,v9.5,128,core,gru_rag,0.28753406743128346,0.28753406743128346
