step,v8_5,v9_2,v9_5,aggregate_close
1,427.9283,425.30008,419.56107,424.59647
2,429.63092,424.2495,419.11948,424.71252
3,427.93674,424.91635,422.9623,425.4423
4,430.02545,420.28455,421.75888,424.21664
5,429.93948,418.56183,421.9891,423.64496
6,427.16312,419.8494,420.48532,422.66626
7,428.87805,418.77872,423.0885,423.6552
