anchor_timestamp,actual_next_close,aggregate_next_close,v8_5_next_close,v9_1_next_close,v9_5_next_close
2026-04-17 13:36:00+00:00,424.70001220703125,424.3191833496094,423.68701171875,426.5038146972656,424.131591796875
2026-04-17 13:37:00+00:00,425.1399841308594,425.4270324707031,430.4098205566406,428.1796875,424.6204833984375
2026-04-17 13:38:00+00:00,425.5250244140625,425.8817443847656,427.3309326171875,425.46923828125,425.915771484375
2026-04-17 13:39:00+00:00,425.5199890136719,425.42034912109375,424.28900146484375,425.84771728515625,425.4852600097656
2026-04-17 13:40:00+00:00,425.66998291015625,425.5128173828125,423.8807678222656,425.3910827636719,425.7304382324219
2026-04-17 13:41:00+00:00,425.23004150390625,425.2611389160156,424.5913391113281,421.2575988769531,425.7550964355469
2026-04-17 13:42:00+00:00,426.010009765625,425.0903015136719,426.82867431640625,424.5655822753906,424.9077453613281
2026-04-17 13:43:00+00:00,425.4700012207031,425.8712463378906,424.1703796386719,426.04229736328125,426.0318603515625
2026-04-17 13:44:00+00:00,425.82000732421875,425.4403381347656,426.8948669433594,430.0893249511719,424.6708068847656
2026-04-17 13:45:00+00:00,426.0350341796875,426.2916564941406,427.68316650390625,429.2726745605469,425.8490905761719
2026-04-17 13:46:00+00:00,424.8000183105469,426.46697998046875,427.8641052246094,430.3487854003906,425.90240478515625
2026-04-17 13:47:00+00:00,424.2699890136719,424.4293518066406,423.1144714355469,422.4163513183594,424.7635498046875
2026-04-17 13:48:00+00:00,424.87994384765625,422.988037109375,420.7470397949219,420.1082763671875,423.3453369140625
2026-04-17 13:49:00+00:00,425.20001220703125,425.01251220703125,420.5066223144531,424.9625549316406,425.6112365722656
2026-04-17 13:50:00+00:00,425.5000305175781,428.0096130371094,427.2134704589844,426.32574462890625,428.9393615722656
2026-04-17 13:51:00+00:00,425.9700012207031,428.1701965332031,426.82525634765625,425.390380859375,429.2748107910156
2026-04-17 13:52:00+00:00,425.8100280761719,428.5613098144531,427.0816650390625,425.41522216796875,429.7110900878906
2026-04-17 13:53:00+00:00,425.6700134277344,428.6402893066406,427.3235168457031,426.94342041015625,429.64129638671875
2026-04-17 13:54:00+00:00,425.48004150390625,428.493408203125,426.9595642089844,427.23968505859375,429.4646301269531
2026-04-17 13:55:00+00:00,425.4200439453125,426.59991455078125,427.388916015625,426.79296875,426.7242126464844
2026-04-17 13:56:00+00:00,425.0900573730469,425.513916015625,422.2138977050781,422.3442687988281,426.34332275390625
2026-04-17 13:57:00+00:00,424.9100341796875,425.4508361816406,422.2286376953125,422.9643249511719,426.2440185546875
2026-04-17 13:58:00+00:00,424.32000732421875,425.0937805175781,421.4990539550781,424.2903137207031,425.68408203125
2026-04-17 13:59:00+00:00,424.739990234375,424.029052734375,420.8252258300781,422.994140625,424.4947204589844
2026-04-17 14:00:00+00:00,425.06500244140625,424.2854309082031,421.38458251953125,422.93341064453125,424.71673583984375
2026-04-17 14:01:00+00:00,424.760009765625,425.49237060546875,422.09686279296875,423.8055114746094,426.221923828125
2026-04-17 14:02:00+00:00,424.6300048828125,424.2497863769531,421.5082092285156,424.61639404296875,424.4341125488281
2026-04-17 14:03:00+00:00,424.57501220703125,424.17755126953125,421.14227294921875,422.64990234375,424.64813232421875
2026-04-17 14:04:00+00:00,424.46002197265625,424.2173156738281,421.5063171386719,422.01971435546875,424.75201416015625
2026-04-17 14:05:00+00:00,424.3100280761719,424.03472900390625,421.45245361328125,421.7851257324219,424.5448913574219
2026-04-17 14:06:00+00:00,424.4300231933594,423.99267578125,421.15753173828125,421.0408630371094,424.6460266113281
