step,v8_5,v9_2,v9_5,aggregate_close
1,428.89105,428.91626,425.1838,427.6551
2,431.48584,428.11978,426.8197,428.83337
3,429.4636,433.3155,422.36148,428.32376
4,427.19803,439.47812,420.0301,428.7569
5,423.1006,443.85022,420.05914,428.7783
6,419.2961,440.50256,424.78522,427.98395
7,421.26492,441.01245,420.2725,427.30673
