timestamp,prev_close,step_1_close_mae,step_1_ohlc_mae,step_1_range_mae,direction_hit,regime_name,regime_indicator,temperature
2026-01-29 05:00:00+00:00,481.64,48.78289794921875,46.46674346923828,14.825103759765625,0.0,NORMAL,0.0,1.0
2026-01-30 05:00:00+00:00,433.12,2.635589599609375,4.826484680175781,7.039215087890625,1.0,NORMAL,0.0,1.0
2026-02-02 05:00:00+00:00,430.05,7.543426513671875,4.13897705078125,0.82476806640625,0.0,NORMAL,0.0,1.0
2026-02-03 05:00:00+00:00,423.24,11.916015625,7.033744812011719,6.91693115234375,1.0,NORMAL,0.0,1.0
2026-02-04 05:00:00+00:00,411.25,2.855560302734375,1.9853515625,1.67156982421875,1.0,NORMAL,0.0,1.0
2026-02-05 05:00:00+00:00,414.18,19.615509033203125,13.806907653808594,9.285400390625,1.0,NORMAL,0.0,1.0
2026-02-06 05:00:00+00:00,393.65,7.194427490234375,4.3778076171875,1.254180908203125,1.0,NORMAL,0.0,1.0
2026-02-09 05:00:00+00:00,401.015,13.45574951171875,8.173843383789062,7.7506103515625,0.0,NORMAL,0.0,1.0
2026-02-10 05:00:00+00:00,413.69,0.75860595703125,4.088005065917969,3.3170166015625,1.0,NORMAL,0.0,1.0
2026-02-11 05:00:00+00:00,413.32,10.373443603515625,5.932861328125,8.17181396484375,0.0,NORMAL,0.0,1.0
2026-02-12 05:00:00+00:00,404.24,3.37310791015625,2.6571884155273438,0.33294677734375,0.0,NORMAL,0.0,1.0
2026-02-13 05:00:00+00:00,401.88,0.273284912109375,0.9306640625,0.586517333984375,1.0,NORMAL,0.0,1.0
2026-02-17 05:00:00+00:00,401.18,4.27545166015625,3.228302001953125,0.45208740234375,1.0,NORMAL,0.0,1.0
2026-02-18 05:00:00+00:00,396.76,3.40399169921875,2.6689910888671875,0.063812255859375,0.0,NORMAL,0.0,1.0
2026-02-19 05:00:00+00:00,399.56,0.798095703125,0.8847732543945312,1.99566650390625,1.0,NORMAL,0.0,1.0
2026-02-20 05:00:00+00:00,398.41,1.407958984375,1.4741744995117188,1.3021240234375,0.0,NORMAL,0.0,1.0
2026-02-23 05:00:00+00:00,397.28,12.24420166015625,7.753990173339844,6.558868408203125,1.0,NORMAL,0.0,1.0
2026-02-24 05:00:00+00:00,384.635,3.84716796875,1.22430419921875,0.434539794921875,1.0,NORMAL,0.0,1.0
2026-02-25 05:00:00+00:00,389.06,12.646881103515625,7.1541290283203125,5.0775146484375,0.0,NORMAL,0.0,1.0
2026-02-26 05:00:00+00:00,400.52,2.362945556640625,2.9997711181640625,2.30633544921875,0.0,NORMAL,0.0,1.0
2026-02-27 05:00:00+00:00,401.78,9.592315673828125,9.222946166992188,0.412017822265625,0.0,NORMAL,0.0,1.0
2026-03-02 05:00:00+00:00,392.8,7.129638671875,3.8994140625,4.53863525390625,0.0,NORMAL,0.0,1.0
2026-03-03 05:00:00+00:00,398.49,6.171417236328125,4.784309387207031,7.3411865234375,0.0,NORMAL,0.0,1.0
2026-03-04 05:00:00+00:00,403.8,3.052398681640625,2.9996185302734375,2.557861328125,0.0,NORMAL,0.0,1.0
2026-03-05 05:00:00+00:00,405.0,6.02825927734375,3.7052383422851562,0.369415283203125,0.0,NORMAL,0.0,1.0
2026-03-06 05:00:00+00:00,410.66,1.2816162109375,1.3811492919921875,1.489898681640625,1.0,NORMAL,0.0,1.0
2026-03-09 04:00:00+00:00,408.72,0.4886474609375,1.7802047729492188,1.261016845703125,1.0,NORMAL,0.0,1.0
2026-03-10 04:00:00+00:00,409.39,2.620819091796875,1.51519775390625,0.64251708984375,1.0,NORMAL,0.0,1.0
2026-03-11 04:00:00+00:00,405.76,1.299835205078125,1.0468292236328125,1.07916259765625,0.0,NORMAL,0.0,1.0
2026-03-12 04:00:00+00:00,404.81,3.098785400390625,1.3313369750976562,2.03656005859375,0.0,NORMAL,0.0,1.0
2026-03-13 04:00:00+00:00,401.89,6.751312255859375,3.1844711303710938,4.746124267578125,0.0,NORMAL,0.0,1.0
2026-03-16 04:00:00+00:00,395.53,3.5999755859375,2.51214599609375,1.365325927734375,1.0,NORMAL,0.0,1.0
2026-03-17 04:00:00+00:00,399.86,0.1761474609375,1.288055419921875,0.361358642578125,1.0,NORMAL,0.0,1.0
2026-03-18 04:00:00+00:00,399.65,8.22845458984375,5.253532409667969,0.59466552734375,0.0,NORMAL,0.0,1.0
2026-03-19 04:00:00+00:00,391.79,3.182586669921875,2.1051406860351562,1.249298095703125,0.0,NORMAL,0.0,1.0
2026-03-20 04:00:00+00:00,388.99,6.92706298828125,5.137664794921875,0.184906005859375,1.0,NORMAL,0.0,1.0
2026-03-23 04:00:00+00:00,381.9,1.315216064453125,2.4636077880859375,0.875030517578125,0.0,NORMAL,0.0,1.0
2026-03-24 04:00:00+00:00,383.105,10.639984130859375,5.847114562988281,4.76849365234375,0.0,NORMAL,0.0,1.0
2026-03-25 04:00:00+00:00,372.67,2.289093017578125,1.8660736083984375,0.15216064453125,0.0,NORMAL,0.0,1.0
2026-03-26 04:00:00+00:00,371.07,5.878448486328125,2.44781494140625,3.3212890625,0.0,NORMAL,0.0,1.0
2026-03-27 04:00:00+00:00,365.79,9.238372802734375,6.9448394775390625,0.747650146484375,0.0,NORMAL,0.0,1.0
2026-03-30 04:00:00+00:00,356.855,2.344818115234375,3.7204666137695312,3.381866455078125,0.0,NORMAL,0.0,1.0
2026-03-31 04:00:00+00:00,358.82,10.69451904296875,8.306770324707031,3.64398193359375,1.0,NORMAL,0.0,1.0
2026-04-01 04:00:00+00:00,370.13,0.72418212890625,1.1050033569335938,0.735931396484375,0.0,NORMAL,0.0,1.0
2026-04-02 04:00:00+00:00,369.46,3.611572265625,2.3710479736328125,3.954193115234375,1.0,NORMAL,0.0,1.0
2026-04-06 04:00:00+00:00,373.51,0.759033203125,1.040496826171875,2.826263427734375,1.0,NORMAL,0.0,1.0
2026-04-07 04:00:00+00:00,372.75,0.15625,1.6586761474609375,0.435333251953125,1.0,NORMAL,0.0,1.0
2026-04-08 04:00:00+00:00,372.4,3.030548095703125,7.532890319824219,7.429290771484375,0.0,NORMAL,0.0,1.0
2026-04-09 04:00:00+00:00,374.26,3.759368896484375,3.4188766479492188,1.0006103515625,0.0,NORMAL,0.0,1.0
2026-04-10 04:00:00+00:00,372.99,1.13848876953125,1.1879653930664062,0.60186767578125,1.0,NORMAL,0.0,1.0
2026-04-13 04:00:00+00:00,370.89,13.35247802734375,7.575294494628906,7.849700927734375,1.0,NORMAL,0.0,1.0
2026-04-14 04:00:00+00:00,384.33,9.6810302734375,6.814788818359375,0.884857177734375,0.0,NORMAL,0.0,1.0
2026-04-15 04:00:00+00:00,393.02,18.297088623046875,12.288101196289062,11.82354736328125,0.0,NORMAL,0.0,1.0
2026-04-16 04:00:00+00:00,411.3,8.7457275390625,6.7910614013671875,1.36956787109375,1.0,NORMAL,0.0,1.0
2026-04-17 04:00:00+00:00,420.12,1.723876953125,5.729896545410156,4.703704833984375,1.0,NORMAL,0.0,1.0
2026-04-20 04:00:00+00:00,422.75,6.18035888671875,3.8266067504882812,0.232421875,0.0,NORMAL,0.0,1.0
2026-04-21 04:00:00+00:00,418.11,5.731903076171875,4.3912200927734375,3.969268798828125,1.0,NORMAL,0.0,1.0
2026-04-22 04:00:00+00:00,424.03,9.0745849609375,5.442680358886719,3.417724609375,0.0,NORMAL,0.0,1.0
2026-04-23 04:00:00+00:00,432.79,16.16363525390625,14.250984191894531,5.875152587890625,1.0,NORMAL,0.0,1.0
2026-04-24 04:00:00+00:00,415.715,10.43743896484375,5.807167053222656,2.785186767578125,0.0,NORMAL,0.0,1.0
